B02,-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B03,-,-,57,1,-,12,1,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B04,-,-,9,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B05,-,-,278,5,3,75,2,5,12,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B06,-,-,427,5,5,170,2,5,17,1,1,4,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B07,-,-,171,5,-,57,1,2,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B08,-,-,972,11,8,296,8,23,47,3,2,4,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B09,-,-,550,7,8,171,4,8,26,2,2,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B10,-,-,590,9,6,186,4,10,25,3,1,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B11,-,-,1057,9,6,283,10,15,44,1,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B12,-,-,404,8,3,134,6,7,30,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B13,-,-,1387,10,6,264,10,11,38,2,2,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B14,-,-,1367,11,9,263,6,10,32,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B15,-,-,568,4,1,102,1,2,10,-,1,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B16,-,-,569,10,5,160,3,7,29,1,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B17,-,-,988,3,6,182,6,-,28,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B18,-,-,353,5,3,108,5,6,17,3,4,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B19,-,-,369,5,4,158,7,15,22,3,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B20,-,-,1021,8,8,271,5,9,41,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B21,-,-,639,12,7,240,2,10,36,-,1,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B23,-,-,1189,17,8,316,12,12,43,2,4,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B24,-,-,873,7,8,194,5,6,20,1,1,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B25,-,-,546,14,4,105,2,4,14,4,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B26,-,-,1252,7,5,248,4,11,30,5,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B27,-,-,840,13,6,218,4,1,24,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B28,-,-,1382,7,8,249,7,5,39,2,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B29,-,-,885,6,5,177,5,3,20,1,3,6,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B30,-,-,850,8,4,120,6,4,23,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B31,-,-,1514,13,12,300,10,6,44,2,4,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B32,-,-,1308,12,10,238,3,12,27,3,1,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B33,-,-,1044,13,8,243,4,13,35,7,3,6,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B34,-,-,624,5,4,133,3,4,13,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B35,-,-,261,1,1,55,-,-,9,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B36,-,-,1376,15,5,278,7,12,41,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B37,-,-,1196,9,9,249,7,6,30,2,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B38,-,-,608,4,2,113,5,3,14,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B42,-,-,818,11,3,167,1,3,20,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B43,-,-,1253,16,9,242,4,11,33,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B44,-,-,994,8,6,220,6,5,22,6,1,6,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B45,-,-,1054,13,9,160,6,2,25,5,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B46,-,-,640,4,3,104,3,2,16,2,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B47,-,-,476,4,-,76,-,2,8,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B48,-,-,290,1,1,43,2,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B49,-,-,574,6,2,99,6,5,19,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B50,-,-,281,2,1,50,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B60,-,-,1255,7,10,182,2,6,20,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B61,-,-,983,10,9,157,4,6,18,7,2,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B62,-,-,1080,12,7,139,4,3,21,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B63,-,-,1302,15,13,216,10,3,31,3,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B64,-,-,513,8,3,109,1,8,15,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B65,-,-,754,12,6,125,1,2,25,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B66,-,-,457,2,6,161,5,8,13,3,2,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B67,-,-,824,9,7,198,4,5,24,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B68,-,-,923,8,6,192,6,15,23,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B69,-,-,932,15,5,195,5,3,33,3,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B70,-,-,715,7,5,175,4,7,23,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B71,-,-,955,7,5,199,1,2,22,6,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B72,-,-,427,3,4,46,2,-,10,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B73,-,-,972,9,9,148,5,7,15,2,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B74,-,-,1700,20,10,294,13,7,46,6,4,6,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B75,-,-,1129,13,8,173,6,5,35,2,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B76,-,-,895,9,3,180,5,8,30,1,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B77,-,-,2308,42,30,449,18,11,64,6,1,4,-,1,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
B78,-,-,1044,15,10,180,9,6,21,-,2,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B79,-,-,850,5,3,166,5,4,32,2,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B80,-,-,358,2,5,55,4,-,10,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B90,-,-,2305,16,13,356,7,6,40,8,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B91,-,-,1809,12,3,324,6,3,34,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B92,-,-,1802,9,10,254,9,4,45,3,1,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B93,-,-,1035,8,6,136,2,1,23,1,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B94,-,-,538,4,1,89,-,-,14,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B95,-,-,385,3,4,67,4,-,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B96,-,-,353,1,1,62,1,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B97,-,-,1450,13,13,272,5,8,27,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B98,-,-,1879,18,23,356,9,4,34,2,1,7,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA01,-,-,1660,13,6,272,8,3,40,-,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA02,-,-,3004,36,20,491,9,13,70,8,3,8,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
BA03,-,-,1604,12,11,234,6,4,31,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA04,-,-,969,6,8,165,1,5,13,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA05,-,-,943,10,3,125,-,4,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA06,-,-,652,3,1,88,3,2,13,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA07,-,-,163,-,-,22,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA08,-,-,260,2,-,38,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA09,-,-,410,1,2,63,1,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA10,-,-,196,2,1,28,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA11,-,-,1671,15,7,235,3,5,37,3,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA12,-,-,1189,16,9,182,1,1,22,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA13,-,-,850,4,4,156,3,3,20,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA14,-,-,1996,21,16,365,2,3,46,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA15,-,-,588,6,2,91,4,3,7,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA16,-,-,484,6,3,71,2,2,7,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA20,-,-,406,3,6,53,1,2,9,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA21,-,-,1115,26,8,220,3,2,26,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BA22,-,-,911,8,11,134,4,1,19,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB01,-,-,2404,33,15,710,18,21,96,8,6,15,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB02,-,-,2170,21,14,592,11,10,89,3,7,5,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB03,-,-,1497,14,3,330,3,5,54,2,4,6,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB04,-,-,2347,22,11,444,7,14,73,7,6,5,-,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB05,-,-,2499,35,22,558,15,14,74,6,5,7,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB06,-,-,880,6,3,190,2,3,21,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB07,-,-,1977,15,7,405,7,10,61,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
BB08,-,-,1154,16,9,235,3,11,33,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB09,-,-,1850,29,11,471,9,40,81,11,12,5,-,2,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB10,-,-,1667,11,9,350,9,29,49,5,2,5,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB11,-,-,948,15,8,223,4,8,23,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB12,-,-,1808,18,6,425,7,20,52,7,3,3,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BB18,-,-,797,6,4,126,3,9,23,4,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD01,-,-,56,-,1,12,1,4,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD02,-,-,1082,7,7,250,6,34,38,2,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD03,-,-,819,7,6,239,5,88,41,2,13,2,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD04,-,-,878,8,10,225,9,45,37,-,9,4,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD05,-,-,699,7,6,209,6,56,39,6,9,4,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD06,-,-,948,11,13,192,4,31,33,2,4,2,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD07,-,-,891,11,19,248,7,68,47,2,18,2,-,2,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
BD08,-,-,874,16,12,256,8,100,46,4,14,7,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD09,-,-,1129,15,8,286,14,64,55,-,10,3,-,2,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD10,-,-,982,10,7,195,5,29,30,3,4,3,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD11,-,-,475,7,6,104,2,10,13,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD12,-,-,710,3,8,137,7,14,24,3,1,6,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD13,-,-,1053,14,10,168,2,27,37,2,5,2,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
BD14,-,-,319,2,2,76,1,13,9,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD15,-,-,692,9,5,148,-,17,25,2,3,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD16,-,-,1171,8,5,213,5,12,37,2,2,4,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD17,-,-,782,4,7,152,5,10,29,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD18,-,-,1017,5,7,195,10,27,26,1,4,3,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD19,-,-,892,6,8,142,3,21,25,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD20,-,-,1488,11,7,298,5,17,54,2,3,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD21,-,-,768,14,6,170,7,45,23,3,5,2,-,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD22,-,-,1171,10,2,209,4,20,39,-,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD23,-,-,1305,5,12,234,4,12,38,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BD24,-,-,226,3,-,46,2,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH01,-,-,742,7,2,192,-,2,26,-,2,3,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH02,-,-,357,6,5,90,2,1,10,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH03,-,-,331,1,-,77,1,-,11,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH04,-,-,596,5,3,103,1,-,15,1,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH05,-,-,551,3,3,106,1,-,19,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH06,-,-,1353,10,5,232,4,5,27,3,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH07,-,-,656,6,5,107,4,3,18,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH08,-,-,1403,13,5,300,6,5,41,5,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH09,-,-,1563,8,6,284,6,1,26,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH10,-,-,1136,8,5,212,4,1,24,2,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH11,-,-,1199,4,8,233,6,4,32,3,2,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH12,-,-,1923,22,5,384,8,4,67,3,2,7,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH13,-,-,585,2,2,121,1,-,16,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH14,-,-,1515,16,6,290,6,4,34,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BH15,-,-,1905,13,10,383,9,3,38,4,3,4,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
BH16,-,-,1248,9,3,213,6,2,29,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
